,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
45,,2.785210692073623,0.1591064373155055,26.30034206996004,308.2292032986608,190.4878742905049,2.342065741684735,3.228355642462511,4.64831212977814,7025.0,0,125,15.8,N,N,,,,,,,,,,,,1.35966,MBA,0.2120396083243659,1697.796005401467,268.3994602258672
46,,2.356150246038884,0.5927607617358802,5.500460228140152,222.9604472392155,133.9824915559492,0.9595168314326936,3.752783660645075,3.61670156123257,1.0,9,11,25.6,Y,N,,,,,,,,,,,,0.029942,APO,0.2725207669696849,1321.000245240196,9.984348810761771
47,,2.686603144678601,0.07500839450606184,7.158142500355307,89.53417814011306,86.44648437120462,2.485085356121323,2.88812093323588,4.40365695839027,3338.0,0,39,17.4,N,N,,,,,,,,,,,,1.5025,MBA,0.2238199507092956,1608.435704052045,90.11249276354056
48,,2.594359226844362,0.1647733622287833,14.66767868665263,165.5993311658152,181.6014048320252,2.16687793420795,3.021840519480774,4.17881714360889,7685.0,0,1334,13.7,N,N,4.895,,0.268,,,,,,,,,1.15914,MBA,0.2358625059426156,1526.312961703148,13.54866549031611
49,,2.292253384579798,0.068204112272508,8.038697580618425,101.4721483833728,79.6413410409953,2.135912277380881,2.448594491778715,3.47058061138512,23597.0,0,1185,15.0,N,N,3.423,,0.137,,,,,,,,,1.15691,MBA,0.2839946377082395,1267.629568308414,134.4291656736739
50,,2.7442648644525,0.1936737984675637,14.56107781731546,47.43134676918893,317.5909990853523,2.212772664152911,3.275757064752089,4.54618641803889,3320.0,0,50,17.1,N,N,,,,,,,,,,,,1.23474,MBA,0.2168028744832531,1660.494589188706,146.4273112145667
51,,2.666023755090567,0.174969206093631,14.58569125536256,149.5745789841246,279.561311936486,2.19955169523561,3.132495814945524,4.35315593593599,4786.0,0,83,16.7,N,N,,,,,,,,,,,,1.26822,MBA,0.2264164890651068,1589.990205600622,80.54921104814355
52,,2.2603507748985,0.1608521364642757,4.503486565071174,273.3014252566504,161.4855414019022,1.896768523597396,2.623933026199605,3.3983801902507,5248.0,0,95,18.4,N,N,,,,,,,,,,,,0.912385,MBA,0.2900282570487934,1241.258364489067,33.68599123372011
53,,2.692830314845195,0.240649255668954,15.06525972734626,62.11554146082322,348.2902817286892,2.044802703934903,3.340857925755485,4.41897641789,7126.0,0,108,16.5,N,N,,,,,,,,,,,,1.05777,MBA,0.2230440242625641,1614.031136634324,136.1701398549297
54,,1.538247994109196,0.4586019434050437,5.159416778691832,183.282821552066,162.9292642851722,0.8328044745718087,2.243691513646584,1.90786542840707,1002.0,1.0,80,20.3,Y,N,,,,,,,,,,,,0.0596013,APO,0.5166120569575404,696.847847725683,345.0169998107604
55,,2.573645321245707,0.2552870067705287,2.820196518783979,346.5060618981687,95.01276540475467,1.916627110695915,3.230663531795499,4.12887035050467,7810.0,0,324,17.0,N,N,,,,,,,,,,,,0.934856,MBA,0.2387157260210616,1508.069895521829,49.39504269306692
56,,2.256342423811318,0.1715315819040458,4.139577635068237,26.31752437849748,276.2504901505992,1.869308438537754,2.643376409084882,3.38934451738582,7298.0,0,59,18.2,N,N,,,,,,,,,,,,0.858909,MBA,0.2908014450321398,1237.95808497517,248.6226018418632
57,,3.032612763125744,0.1349550652580272,6.330671430008389,351.8324370307159,268.6417242573096,2.623346309775783,3.441879216475705,5.28121246793872,8991.0,0,153,16.1,N,N,,,,,,,,,,,,1.61769,MBA,0.186628788247228,1928.962853914619,73.5425525044396
58,,2.390564903285663,0.1004671390748176,6.279917764564962,151.1285329852692,176.52314852607,2.150391686679884,2.630738119891441,3.6962301994566,5030.0,0,94,17.6,N,N,,,,,,,,,,,,1.13806,MBA,0.2666571696515159,1350.048080351525,33.29709667017978
59,,2.309342873111544,0.2563901262129127,22.49001807226442,323.1977629172818,120.6602543452769,1.717250162405584,2.901435583817503,3.50946430697386,3482.0,0,79,17.3,N,N,2.301,,0.033,,,,,,,,,0.818779,MBA,0.2808480717153788,1281.831838122202,89.34545041539798
60,,2.562335380613297,0.6173951750400829,24.78922976848789,91.96774737775348,225.305807203552,0.980361879788153,4.144308881438441,4.10168365690645,12.0,8,80,21.4,Y,N,,,,,,,,,,,,0.072318,APO,0.240297976590162,1498.139955685081,350.4196856851241
61,,2.902083699134256,0.0719611662305323,11.79624949579311,306.4627352538152,25.28512069205206,2.693246371645938,3.110921026622575,4.94393899212225,7411.0,0,815,14.5,N,N,3.867,,0.225,5.05,,,,,,,,1.68495,MBA,0.1993605270894459,1805.773716872653,99.24979477808836
62,,3.10219841623736,0.07745311260362023,11.18344725793665,60.9284093088322,255.0476106718818,2.861923492985756,3.342473339488965,5.46402351798418,6298.0,0,276,15.1,N,N,,,,,,,,,,,,1.87353,MBA,0.1803847073724126,1995.734589943721,130.2362519119271
63,,2.274424338546034,0.1518733880987631,5.839007997869515,30.52766596466461,301.216896255382,1.92899980827676,2.619848868815308,3.43016841303367,9832.0,0,1065,15.3,N,N,,,,,,,,,,,,0.925813,MBA,0.2873404931438513,1252.869012860548,203.2448014641962
64,,3.07472493155516,0.2720224008568475,12.19074984515944,162.9046379925702,101.883000781747,2.23833087369912,3.911118989411201,5.39159927582522,1793.0,2,35,16.915,N,N,,,,,,,,,,,,1.26109,MBA,0.1828077779791416,1969.28163549516,126.7993905815631
65,,2.334111502421742,0.06255910806551931,6.644432237471654,32.07460468054629,71.45300718798373,2.188091568704769,2.480131436138716,3.56607604828506,5615.0,0,112,17.9,N,N,,,,,,,,,,,,1.2156,MBA,0.2763895862068189,1302.509276636119,66.71698811236067
66,,2.737252053988605,0.1149424558441398,10.97379240245388,247.655206517162,232.3201776201877,2.422625580638739,3.051878527338472,4.52877128026285,7123.0,0,483,15.4,N,N,,,,,,,,,,,,1.45643,MBA,0.2176365778645262,1654.133710116007,61.08527736230334
67,,2.55717806458727,0.2621444873802597,4.565678788561232,86.75933302962203,326.291634393091,1.886827931705995,3.227528197468545,4.08930645334372,5781.0,0,123,18.0,N,N,,,,,,,,,,,,0.899799,MBA,0.2410252923357299,1493.619182083793,17.82373073020847
68,,2.725308902915218,0.1493322330531337,11.2726459294205,46.21582864045117,236.8001865314386,2.318332438683302,3.132285367147133,4.49916379982307,7119.0,0,175,16.2,N,N,,,,,,,,,,,,1.3238,MBA,0.2190687708249958,1643.319577885375,188.7257589852555
69,,1.551494198437804,0.4596465046550375,2.567112992701249,297.0525895343703,120.6671547485838,0.8383553131332981,2.26463308374231,1.9325620019571,12.0,8.0,21,27.8,Y,N,,,,,,,,,,,,0.00109258,APO,0.510010174250253,705.8682712148294,27.98319113377616
70,,2.996177162388408,0.2408153996388262,17.18271142600806,30.29503206767648,33.24749164200266,2.274651561639119,3.717702763137697,5.18632151403172,2341.0,0.0,62,17.4,N,N,,,,,,,,,,,,1.30405,MBA,0.1900434210838877,1894.303933000086,75.15350444148218
71,,3.123864608510034,0.1824962048732696,18.48953521984633,136.4719131946551,165.5679375397531,2.55377117291903,3.693958044101038,5.52136561795594,6286.0,0,262,15.3,N,N,,,,,,,,,,,,1.54183,MBA,0.1785113233875,2016.678791958407,51.01498806222855
72,,3.232946383681659,0.3081947475322114,11.61558338444241,119.4702515643752,4.784876748974329,2.236569289177715,4.229323478185604,5.81307539210508,2.0,9,12,15.4,N,N,4.101,,0.073,,,,,,,,,1.25394,OMB,0.1695533288121751,2123.225786966381,77.75974725032619
73,,2.482210602125011,0.172739142027025,2.293026532440678,50.00775366215904,86.50243776887208,2.053435672383551,2.910985531866471,3.91080481892499,5911.0,2.0,53,18.2,N,N,,,,,,,,,,,,1.06916,MBA,0.2520264572136045,1428.421460112351,283.0272820200787
74,,2.612391078428911,0.2139070423072472,3.264371587035075,92.07358692276242,222.0925118529983,2.053582229492343,3.171199927365479,4.22245947534844,7152.0,0,340,16.3,N,N,3.627,,0.044,,,,,,,,,1.04023,MBA,0.2334246874651702,1542.253323371018,263.5589603845732
75,,2.333767753922366,0.2103689446525632,5.97732320275305,227.2417549652934,152.2853584190327,1.842815494465535,2.824720013379197,3.56528830432644,8630.0,0,1098,14.9,N,N,,,,,,,,,,,,0.847344,MBA,0.2764506539825993,1302.221553155232,233.5878223867562
76,,2.4785462,0.1229019,6.93864,46.64435,264.55769,2.1739282,2.7831642,3.90214802600958,,0.0,59,17.3,N,,,,,,,,,,,,,,MBA,0.25258557,1425.2595665,87.93683
77,,1.165195658306584,0.2568010263725668,6.955132037195771,331.5001131796863,247.0309835079261,0.8659722173285943,1.464419099284573,1.25778522499089,4.0,6,67,27.0,Y,N,,,,,,,,,,,,0.00032153,APO,0.7836204971915577,459.4060534279226,221.3542618336332
78,,2.975063914888175,0.09860180708428776,12.09484188418191,113.4649173164807,125.444316249207,2.681717236688945,3.268410593087404,5.13159830226703,1.0,9,10,16.2,N,N,2.729,,0.079,,,,,,,,,1.68813,MBA,0.1920700384775108,1874.316279903031,339.0336629624223
79,,3.129313437862854,0.1962282713050722,2.256896736602239,152.4895024447646,276.9067234862928,2.515253671579293,3.743373204146414,5.53581795408789,5812.0,0.0,37,17.1,N,N,,,,,,,,,,,,1.53057,MBA,0.1780452846430269,2021.957507730601,36.53928356402726
80,,2.320938493263077,0.074322620964566,7.72733427104323,117.716197510364,134.0637647735764,2.148440261346215,2.49343672517994,3.53592992386823,5143.0,0,114,17.2,N,N,,,,,,,,,,,,1.1408,MBA,0.2787459889163481,1291.49840469287,93.3400269508906
81,,2.618991113991028,0.1520205152880726,14.14550291367645,155.1178625147081,141.7752066882724,2.220850735307228,3.017131492674827,4.2384712303083,5340.0,0,160,16.7,N,N,,,,,,,,,,,,1.22204,MBA,0.2325428744967238,1548.101616870105,65.2060817455582
82,,2.357078806979251,0.1242149951106193,0.8755474121099891,205.9485865157357,1.951441885105898,2.064294274494979,2.649863339463523,3.61883978989603,7.0,8,22,18.794,N,N,,,,,,,,,,,,1.0594,MBA,0.2723597452751214,1321.781233259525,28.62378981272032
83,,2.661928929730221,0.08794956661792017,12.99688410903224,159.878033225334,104.5175195555511,2.427813433992744,2.896044425467698,4.343130575008,6237.0,0,98,17.2,N,N,,,,,,,,,,,,1.45041,MBA,0.2269391321180209,1586.328442521671,259.7956765492324
84,,3.120455068863707,0.1637322556862609,0.4267286785361576,221.1592890592077,205.8306350173813,2.609535921671025,3.631374216056389,5.51232864948203,4484.0,0,98,16.8,N,N,,,,,,,,,,,,1.62318,MBA,0.1788039766932567,2013.378039223312,48.78474612363235
85,,2.63567637805199,0.186855301816082,14.11078426886999,110.1372781728349,62.27904566950626,2.143186272941568,3.128166483162413,4.27903982697992,6294.0,0,370,16.0,N,N,1.569,,0.313,,,,,,,,,1.19089,MBA,0.230338188757452,1562.919296804417,27.0529556645868
86,,3.193018255574462,0.0354601582453922,25.93303993049313,180.6411791110782,345.0198619989322,3.079793322951366,3.306243188197559,5.70571801789497,4.0,9.0,14,16.7,N,N,,,,,,,,,,,,2.0851,MBA,0.172743602168266,2084.013506036139,192.0294796475608
87,,1.899280819320772,0.03851267712458734,21.89838047736627,305.6392376504004,239.7913433932377,1.826134430357349,1.972427208284194,2.61753185569871,3558.0,0,84,18.2,N,N,,,,,,,,,,,,0.869263,IMB,0.3765479610961439,956.0535102939552,48.45192371031331
88,,2.612262397681737,0.07604150715335346,15.57412051636654,348.4396039178904,183.661925595274,2.413622027881985,2.810902767481489,4.22214749532739,7176.0,0,71,16.9,N,N,,,,,,,,,,,,1.42019,MBA,0.233441935521755,1542.13937266833,275.9961068793447
89,,5.205139247102589,0.07244295096508,19.48954896337566,126.507545988365,14.84475303223002,4.828063599858322,5.582214894346855,11.8756319793876,3571.0,1,98,13.5,N,N,,,,,,,,,,,,3.84557,TJN,0.08299569109907542,4337.574580471328,168.4392344405269
90,,3.089880485045506,0.377258112614654,17.11366943529707,183.9960792145842,138.0663220706487,1.924198005052387,4.255562965038625,5.43151176351422,7.0,9,13,17.646,N,N,,,,,,,,,,,,0.945294,MBA,0.1814644478887864,1983.859671623569,254.5500892075144
91,Susanduncan,2.531785234088937,0.09539754579953956,3.110342629797131,120.5027329889514,291.0628859694135,2.29025913626534,2.773311331912534,4.02854756966056,9832.0,0,1626,14.2,N,N,,,,,,,,,,,,1.30278,MBA,0.244660455492798,1471.426999818519,50.36314854542655
92,,2.855834936501765,0.1623452413493645,16.28030473928403,84.20928091057011,247.4861040577719,2.392203724481439,3.319466148522091,4.82622822888562,3641.0,0,52,16.5,N,N,,,,,,,,,,,,1.43233,MBA,0.2042228913809862,1762.779860600471,145.853447813932
93,,1.48952196467819,0.5897428131997612,10.01613867517396,8.319416605791876,303.2845762183053,0.611087090906039,2.367956838450341,1.81793591619869,17.0,8,76,21.6,Y,N,0.116,,0.3,,,,,,,,,0.0855888,APO,0.5421677819251763,664.0010933915712,318.7902011425216
94,,2.7382191,0.2792618,8.00968,161.70225,237.68754,1.9735391,3.5028991,4.53117156194387,,2.0,29,17.5,N,,,,,,,,,,,,,,MBA,0.21752129,1655.010413,157.21392
95,,2.4434549,0.1379182,5.76997,308.81699,32.61061,2.106458,2.7804518,3.81957205420945,,4.0,23,18.0,N,,,,,,,,,,,,,,MBA,0.25804626,1395.0986928,291.24613
96,,2.733780960498736,0.04122508387910971,4.704612684970793,296.4483382563579,76.63610988161228,2.621080611095062,2.846481309902409,4.52015964881582,5165.0,0,87,16.9,N,N,,,,,,,,,,,,1.62432,MBA,0.2180512105641595,1650.988311729979,103.417058825995
97,,3.234779172856852,0.174208802780501,18.14038938192802,316.0355093453268,49.41130029919205,2.671252165894161,3.798306179819543,5.81801932724835,1674.0,5,22,16.35,N,N,,,,,,,,,,,,1.70263,OMB,0.1694092487371833,2125.031559277461,266.7227687960569
98,,3.12680725027257,0.1863560450700172,17.04787187033048,63.50223585743385,21.25499064583903,2.544107817415519,3.709506683129622,5.52916904193668,5329.0,0,117,16.2,N,N,,,,,,,,,,,,1.56652,MBA,0.1782593868792849,2019.528992567374,204.5675104760288
99,,2.764638578207019,0.04395382558224834,5.454596698604535,116.1969242765424,333.0912551281559,2.643122136342553,2.886155020071485,4.59690732331264,17.0,7,10,17.857,N,N,,,,,,,,,,,,1.6611,MBA,0.2144107361854083,1679.02039983994,248.6751388582934
100,,2.4429899290179,0.1726642494579036,1.930927350462129,130.415456727438,276.1999317238958,2.021172906490807,2.864806951544993,3.81848173191742,4621.0,0,135,17.7,N,N,,,,,,,,,,,,1.03139,MBA,0.2581199420515844,1394.700452582836,330.1937968270644
101,,3.157715203711769,0.1802015843360429,9.495364220063548,329.8236136744671,319.5333485410696,2.588689921120898,3.726740486302641,5.61135363635753,4506.0,0,148,16.0,N,N,5.013,,0.077,,,,,,,,,1.58084,MBA,0.1756485773738102,2049.546915679588,169.1114758257535
102,,3.093639880054968,0.1318957278668491,7.1606313294801,114.1066602313163,233.2026718559557,2.685601996317206,3.50167776379273,5.44142739356713,5383.0,0,87,16.1,N,N,,,,,,,,,,,,1.68503,MBA,0.1811337746659573,1987.481355500395,53.99613385099632
103,,3.166190474582448,0.1243202953946447,3.241236629216246,60.80517276875906,327.1853875509407,2.772568739506648,3.559812209658248,5.63396000003914,4017.0,3.0,27,16.788,N,N,,,,,,,,,,,,1.77744,MBA,0.174943784364942,2057.803890014297,328.1713368542705
104,,3.094560257876844,0.1420036134975492,10.96526429370214,5.016123754611927,322.8525376502628,2.655121519072424,3.533998996681264,5.44385586379578,6277.0,0,74,16.2,N,N,,,,,,,,,,,,1.65356,MBA,0.1810529720161106,1988.368354251408,273.4620879251892
105,,2.474308507528964,0.1419762185609749,9.033014475693264,185.3778624975918,346.784075889851,2.123015542076752,2.825601472981176,3.89214467305992,9368.0,0.0,478,16.1,N,N,,,,,,,,,,,,1.12944,MBA,0.2532347500311901,1421.605841835135,45.87677282856735
